source,ea_id,rank,player_name,first_name,last_name,common_name,gender,nationality,team,league,position,position_label,overall,pac,sho,pas,dri,def,phy,height_cm,weight_kg,birthdate,skill_moves,weak_foot,preferred_foot_id
EA,245856,7828,Malik Batmaz,Malik,Batmaz,,Men's Football,Turkey,Preußen Münster,Bundesliga 2,ST,Striker,68,75,68,53,71,29,63,180,77,3/17/2000 12:00:00 AM,3,3,1
EA,256427,7829,Mayckel Lahdo,Mayckel,Lahdo,,Men's Football,Sweden,FC Nantes,Ligue 1 McDonald's,RM,Right Midfielder,68,79,64,59,73,27,57,170,76,12/30/2002 12:00:00 AM,3,5,1
EA,257957,7830,Marco Rente,Marco,Rente,,Men's Football,Germany,,Eredivisie,RB,Right Back,68,83,29,53,52,66,76,188,84,2/25/1997 12:00:00 AM,2,3,1
EA,259606,7831,Diego Romero,Diego,Romero,,Men's Football,Peru,Banfield,LPF,GK,Goalkeeper,68,65,67,67,67,25,68,189,83,8/17/2001 12:00:00 AM,1,2,1
EA,259781,7832,Luis Benítes,Luis,Benítes,,Men's Football,Peru,,Sudamericana,LM,Left Midfielder,68,78,75,62,68,25,51,168,67,7/9/1996 12:00:00 AM,4,3,1
EA,269397,7833,Lucas Hey,Lucas,Hey,,Men's Football,Denmark,RSC Anderlecht,1A Pro League,CB,Center Back,68,60,41,57,63,68,70,189,80,4/13/2003 12:00:00 AM,2,3,1
EA,73414,7834,Adilson,Adilson,Mendes-Martins,Adilson,Men's Football,Portugal,Córdoba CF,LALIGA HYPERMOTION,LW,Left Wing,68,84,62,62,71,31,48,169,60,3/21/1997 12:00:00 AM,3,4,1
EA,77051,7836,Nicolás Retamar,Nicolás,Retamar,,Men's Football,Argentina,Ind. Rivadavia,LPF,ST,Striker,68,81,69,54,71,26,57,175,71,2/6/1999 12:00:00 AM,2,3,1
EA,77146,7837,Maxloren Castro,Maxloren,Castro,,Men's Football,Peru,,Libertadores,LW,Left Wing,68,81,57,56,74,39,51,168,64,12/8/2007 12:00:00 AM,3,2,2
EA,234631,7838,Sebastian Grønning,Sebastian,Grønning,,Men's Football,Denmark,Hertha BSC,Bundesliga 2,ST,Striker,68,69,66,54,65,32,72,188,75,2/3/1997 12:00:00 AM,2,3,1
EA,240043,7839,Filip Manojlović,Filip,Manojlović,,Men's Football,Serbia,Djurgårdens IF,Allsvenskan,GK,Goalkeeper,68,70,67,68,69,20,64,197,82,4/25/1996 12:00:00 AM,1,3,1
EA,243155,7840,Manu Hernando,José Manuel,Hernando Riol,Manu Hernando,Men's Football,Spain,R. Racing Club,LALIGA HYPERMOTION,CB,Center Back,68,60,42,50,63,69,74,182,71,7/19/1998 12:00:00 AM,2,3,1
EA,243612,7841,Dion Sanderson,Dion,Sanderson,,Men's Football,England,Derby County,EFL Championship,CB,Center Back,68,66,40,54,58,67,73,188,78,12/15/1999 12:00:00 AM,2,3,1
EA,248021,7842,Iulian Cristea,Iulian,Cristea,,Men's Football,Romania,FC Univ. Cluj,SUPERLIGA,CB,Center Back,68,72,38,48,57,67,76,184,77,7/17/1994 12:00:00 AM,2,3,1
EA,250779,7843,Michael Svoboda,Michael,Svoboda,,Men's Football,Austria,Venezia,Serie BKT,CB,Center Back,68,59,44,52,56,67,80,195,86,10/15/1998 12:00:00 AM,2,3,1
EA,255824,7844,George Campbell,George,Campbell,,Men's Football,United States,West Brom,EFL Championship,CB,Center Back,68,78,33,43,60,66,78,188,84,6/22/2001 12:00:00 AM,2,3,1
EA,276976,7845,Javi Hernández,Javier,Hernández Coarasa,Javi Hernández,Men's Football,Spain,RCD Espanyol,LALIGA EA SPORTS,RM,Right Midfielder,68,74,61,66,69,37,51,176,67,1/30/2004 12:00:00 AM,3,3,2
EA,279808,7846,Shunsuke Mito,Shunsuke,Mito,,Men's Football,Japan,,Eredivisie,RM,Right Midfielder,68,84,61,58,73,31,51,164,60,9/28/2002 12:00:00 AM,3,4,1
EA,70946,7847,Indrit Tuci,Indrit,Tuci,,Men's Football,Albania,Kayserispor,Trendyol Süper Lig,ST,Striker,68,68,67,58,64,28,72,190,87,9/14/2000 12:00:00 AM,2,3,1
EA,73199,7848,Carlos Puga,Carlos,Puga Medina,Carlos Puga,Men's Football,Spain,Málaga CF,LALIGA HYPERMOTION,RB,Right Back,68,71,37,57,65,64,63,175,71,11/26/2000 12:00:00 AM,2,3,1
EA,73429,7849,Yū Hirakawa,Yū,Hirakawa,,Men's Football,Japan,Bristol City,EFL Championship,RM,Right Midfielder,68,83,59,62,71,32,50,172,61,1/3/2001 12:00:00 AM,3,3,1
EA,73561,7850,Guruzeta,Jon,Guruzeta Rodríguez,Guruzeta,Men's Football,Spain,SD Eibar,LALIGA HYPERMOTION,RM,Right Midfielder,68,72,62,64,67,34,58,185,78,4/3/2000 12:00:00 AM,3,3,1
EA,193945,7851,Necip Uysal,Necip,Uysal,,Men's Football,Turkey,Beşiktaş,Trendyol Süper Lig,CB,Center Back,68,44,56,61,61,69,66,180,72,1/24/1991 12:00:00 AM,2,3,1
EA,195262,7852,Adriano Grimaldi,Adriano,Grimaldi,,Men's Football,Germany,1. FC Nürnberg,Bundesliga 2,ST,Striker,68,64,67,52,61,35,78,188,90,4/5/1991 12:00:00 AM,2,3,1
EA,208806,7853,Morgan Fox,Morgan,Fox,,Men's Football,Wales,Wigan Athletic,EFL League One,CB,Center Back,68,58,42,56,61,69,71,185,78,9/21/1993 12:00:00 AM,2,2,2
EA,209409,7854,Manuel Marras,Manuel,Marras,,Men's Football,Italy,Reggiana,Serie BKT,RM,Right Midfielder,68,82,63,63,70,31,48,168,63,7/9/1993 12:00:00 AM,3,4,2
EA,222352,7855,Albian Ajeti,Albian,Ajeti,,Men's Football,Switzerland,FC Basel 1893,Brack Super League,ST,Striker,68,70,67,55,65,28,72,181,78,2/26/1997 12:00:00 AM,3,3,1
EA,228838,7856,Eric Remedi,Eric,Remedi,,Men's Football,Argentina,,Libertadores,CDM,Center Defensive Midfielder,68,42,49,59,61,66,80,180,70,6/4/1995 12:00:00 AM,2,2,1
EA,237075,7857,Christian Ramirez,Christian,Ramirez,,Men's Football,United States,LA Galaxy,MLS,ST,Striker,68,59,68,59,66,31,74,188,85,4/4/1991 12:00:00 AM,4,3,1
EA,242690,7858,Simon Graves,Simon,Graves,,Men's Football,Denmark,,Eredivisie,CB,Center Back,68,47,47,59,62,68,74,191,78,5/22/1999 12:00:00 AM,2,4,1
EA,244601,7859,Sydney van Hooijdonk,Sydney,van Hooijdonk,,Men's Football,Holland,,Eredivisie,ST,Striker,68,68,69,57,65,27,71,188,81,2/6/2000 12:00:00 AM,3,4,1
EA,245264,7860,Mikkel Kaufmann,Mikkel,Kaufmann,,Men's Football,Denmark,Heidenheim,Bundesliga,ST,Striker,68,80,67,54,65,25,66,190,90,1/3/2001 12:00:00 AM,3,3,1
EA,253441,7861,Aune Selland Heggebø,Aune Selland,Heggebø,,Men's Football,Norway,West Brom,EFL Championship,ST,Striker,68,68,66,54,68,23,78,182,84,7/29/2001 12:00:00 AM,2,3,1
EA,262335,7862,Elayis Tavşan,Elayis,Tavşan,,Men's Football,Holland,Reggiana,Serie BKT,RW,Right Wing,68,80,64,62,71,24,56,183,74,4/30/2001 12:00:00 AM,3,3,2
EA,264304,7863,Kobamelo Kodisang,Kobamelo,Kodisang,,Men's Football,South Africa,AVS Futebol SAD,Liga Portugal,RM,Right Midfielder,68,84,67,61,70,28,47,168,62,8/28/1999 12:00:00 AM,3,3,2
EA,279713,7864,Robin Rasch,Robin,Rasch,,Men's Football,Norway,KFUM-Kameratene,Eliteserien,CDM,Center Defensive Midfielder,68,37,60,66,60,64,70,183,76,1/10/1994 12:00:00 AM,2,3,1
EA,213938,7865,Davide Biraschi,Davide,Biraschi,,Men's Football,Italy,Frosinone,Serie BKT,CB,Center Back,68,60,36,59,61,70,70,182,77,7/2/1994 12:00:00 AM,2,2,1
EA,221014,7866,Carlos Fernández,Carlos,Fernández Luna,Carlos Fernández,Men's Football,Spain,CD Mirandés,LALIGA HYPERMOTION,ST,Striker,68,65,69,62,67,26,67,186,71,5/22/1996 12:00:00 AM,3,4,2
EA,226793,7867,Matt Polster,Matt,Polster,,Men's Football,United States,New England,MLS,CDM,Center Defensive Midfielder,68,44,46,64,62,63,77,183,77,6/8/1993 12:00:00 AM,2,3,1
EA,233373,7868,Stéphane Diarra,Stéphane,Diarra,,Men's Football,Côte d'Ivoire,FC Alverca,Liga Portugal,RM,Right Midfielder,68,76,58,64,72,41,45,173,58,12/9/1998 12:00:00 AM,4,2,2
EA,257752,7869,Federico Del Frate,Federico,Del Frate,,Men's Football,Italy,Entella,Serie BKT,GK,Goalkeeper,68,68,64,58,70,24,72,192,83,12/21/1995 12:00:00 AM,1,2,2
EA,262142,7870,Nicolás Romero,Nicolás,Romero,,Men's Football,Argentina,Minnesota United,MLS,CB,Center Back,68,60,45,55,57,68,71,186,81,11/28/2003 12:00:00 AM,2,2,2
EA,274226,7871,Mert Kömür,Mert,Kömür,,Men's Football,Germany,FC Augsburg,Bundesliga,CAM,Center Attacking Midfielder,68,68,64,63,72,38,51,183,77,7/17/2005 12:00:00 AM,3,4,1
EA,278061,7873,Tidiam Gomis,Tidiam,Gomis,,Men's Football,France,RB Leipzig,Bundesliga,LM,Left Midfielder,68,85,55,59,73,30,54,183,71,8/8/2006 12:00:00 AM,4,3,1
EA,278923,7874,Héctor Fort,Héctor,Fort García,Héctor Fort,Men's Football,Spain,Elche CF,LALIGA EA SPORTS,RB,Right Back,68,72,35,61,62,65,61,185,78,8/2/2006 12:00:00 AM,3,3,1
EA,70198,7875,Luciano Herrera,Luciano,Herrera,,Men's Football,Argentina,Newell's,LPF,LM,Left Midfielder,68,70,68,61,66,25,65,180,80,5/31/1996 12:00:00 AM,3,3,2
EA,71003,7876,Yannick Bright,Yannick,Bright,,Men's Football,Italy,Inter Miami CF,MLS,CDM,Center Defensive Midfielder,68,70,36,61,61,67,60,183,78,9/3/2001 12:00:00 AM,2,3,1
EA,72708,7877,José Córdoba,José,Córdoba,,Men's Football,Panama,Norwich,EFL Championship,CB,Center Back,68,72,31,53,61,65,73,187,78,6/3/2001 12:00:00 AM,2,2,2
EA,72936,7878,Christophe Kabongo,Christophe,Kabongo,,Men's Football,Czech Republic,Viktoria Plzeň,Česká Liga,ST,Striker,68,68,70,57,66,25,69,188,80,8/27/2003 12:00:00 AM,2,3,1
EA,74351,7879,Juan Córdoba,Juan,Córdoba,,Men's Football,Colombia,Dinamo Zagreb,Liga Hrvatska,RW,Right Wing,68,87,60,62,70,23,53,170,67,7/11/2003 12:00:00 AM,3,2,2
EA,77445,7881,Dennys Quintero,Dennys,Quintero,,Men's Football,Ecuador,,Sudamericana,CB,Center Back,68,71,40,48,55,68,73,180,74,6/14/1997 12:00:00 AM,2,2,1
EA,244024,7882,Oliver Batista Meier,Oliver,Batista Meier,,Men's Football,Germany,Preußen Münster,Bundesliga 2,CAM,Center Attacking Midfielder,68,73,63,64,74,31,50,178,73,2/16/2001 12:00:00 AM,3,3,1
EA,247209,7883,Dylan Mbayo,Dylan,Mbayo,,Men's Football,Belgium,,Eredivisie,RM,Right Midfielder,68,84,62,58,72,29,50,175,65,10/11/2001 12:00:00 AM,4,3,2
EA,252846,7884,Erencan Yardımcı,Erencan,Yardımcı,,Men's Football,Turkey,Braunschweig,Bundesliga 2,ST,Striker,68,73,64,52,67,28,71,188,78,2/4/2002 12:00:00 AM,2,3,1
EA,256799,7885,Max Fenger,Max,Fenger,,Men's Football,Denmark,IFK Göteborg,Allsvenskan,ST,Striker,68,70,68,59,66,22,70,182,75,8/7/2001 12:00:00 AM,3,3,1
EA,273666,7886,Amine Sbaï,Amine,Sbaï,,Men's Football,Morocco,Al Fateh,ROSHN Saudi League,LM,Left Midfielder,68,76,62,62,73,27,55,175,68,11/5/2000 12:00:00 AM,3,3,1
EA,274093,7887,David Herold,David,Herold,,Men's Football,Germany,Karlsruher SC,Bundesliga 2,LB,Left Back,68,66,36,57,66,63,67,185,80,2/20/2003 12:00:00 AM,3,3,2
EA,275978,7888,Petar Ratkov,Petar,Ratkov,,Men's Football,Serbia,RB Salzburg,Ö. Bundesliga,ST,Striker,68,68,67,52,66,31,71,193,76,8/18/2003 12:00:00 AM,2,3,1
EA,77033,7889,William Gomes,William,Gomes C. Santos,William Gomes,Men's Football,Brazil,FC Porto,Liga Portugal,LW,Left Wing,68,82,64,57,74,27,50,171,66,3/15/2006 12:00:00 AM,3,3,2
EA,228243,7890,Noah Loosli,Noah,Loosli,,Men's Football,Switzerland,VfL Bochum 1848,Bundesliga 2,CB,Center Back,68,66,44,47,55,67,75,186,84,1/23/1997 12:00:00 AM,2,3,1
EA,243571,7891,Bambo Diaby,Bambo,Diaby,,Men's Football,Senegal,Elche CF,LALIGA EA SPORTS,CB,Center Back,68,65,35,54,57,64,79,188,88,12/17/1997 12:00:00 AM,2,3,1
EA,247264,7892,Ayumu Seko,Ayumu,Seko,,Men's Football,Japan,Havre AC,Ligue 1 McDonald's,CB,Center Back,68,64,36,54,58,68,74,185,78,6/7/2000 12:00:00 AM,2,2,1
EA,257821,7893,Alassane Ndao,Alassane,Ndao,,Men's Football,Senegal,Konyaspor,Trendyol Süper Lig,RM,Right Midfielder,68,76,60,63,70,31,54,176,70,12/20/1996 12:00:00 AM,3,2,1
EA,258227,7894,Clemente Montes,Clemente,Montes,,Men's Football,Chile,Uni. Católica,Liga Chile,LM,Left Midfielder,68,82,59,59,69,24,61,177,78,4/25/2001 12:00:00 AM,3,4,1
EA,263844,7895,Noah Botić,Noah,Botić,,Men's Football,Australia,FK Austria Wien,Ö. Bundesliga,ST,Striker,68,69,68,55,64,28,70,183,74,1/11/2002 12:00:00 AM,2,4,1
EA,264133,7896,Hákon Valdimarsson,Hákon,Valdimarsson,,Men's Football,Iceland,Brentford,Premier League,GK,Goalkeeper,68,68,65,64,69,20,68,195,89,10/13/2001 12:00:00 AM,1,2,1
EA,264176,7897,Kevin,Kevin,Villodres Medina,Kevin,Men's Football,Spain,Córdoba CF,LALIGA HYPERMOTION,LW,Left Wing,68,81,57,61,77,33,45,173,69,2/26/2001 12:00:00 AM,3,5,1
EA,266567,7898,Visar Musliu,Visar,Musliu,,Men's Football,North Macedonia,STVV,1A Pro League,CB,Center Back,68,69,34,48,62,68,73,187,80,11/13/1994 12:00:00 AM,2,4,1
EA,269132,7899,Gabriel Díaz Núñez,Gabriel,Díaz Núñez,,Men's Football,Argentina,Sarmiento,LPF,LB,Left Back,68,70,35,60,67,66,56,172,66,4/19/2000 12:00:00 AM,2,2,2
EA,273602,7900,Andrea Giorgini,Andrea,Giorgini,,Men's Football,Italy,SS Juve Stabia,Serie BKT,CB,Center Back,68,60,40,53,56,66,79,190,80,4/22/2002 12:00:00 AM,2,3,1
EA,187157,7901,Matt Godden,Matt,Godden,,Men's Football,England,Charlton Ath,EFL Championship,ST,Striker,68,65,69,56,65,31,67,180,74,7/29/1991 12:00:00 AM,2,3,1
EA,239681,7902,Omar Bertel,Omar,Bertel,,Men's Football,Colombia,,Sudamericana,LB,Left Back,68,74,41,52,60,66,60,174,64,9/9/1996 12:00:00 AM,2,3,2
EA,250855,7903,Sebastian Jørgensen,Sebastian,Jørgensen,,Men's Football,Denmark,AGF,3F Superliga,RM,Right Midfielder,68,66,67,65,68,24,63,178,68,6/8/2000 12:00:00 AM,3,3,2
EA,251157,7904,Lee Gwang Yeon,Gwang Yeon,Lee,Lee Gwang Yeon,Men's Football,Korea Republic,Gangwon FC,K League 1,GK,Goalkeeper,68,70,62,58,74,23,66,184,85,9/11/1999 12:00:00 AM,1,2,1
EA,262298,7905,Marcel Lotka,Marcel,Lotka,,Men's Football,Poland,Düsseldorf,Bundesliga 2,GK,Goalkeeper,68,68,65,56,71,24,69,190,85,5/25/2001 12:00:00 AM,1,3,1
EA,270698,7906,Yellu Santiago,Jesús,Santiago Pérez,Yellu Santiago,Men's Football,Spain,Hellas Verona,Serie A Enilive,CDM,Center Defensive Midfielder,68,51,49,61,62,68,62,192,75,5/25/2004 12:00:00 AM,2,3,1
EA,270787,7907,Andri Lucas Guðjohnsen,Andri Lucas,Guðjohnsen,,Men's Football,Iceland,Blackburn Rovers,EFL Championship,ST,Striker,68,77,65,50,67,27,67,188,80,1/29/2002 12:00:00 AM,3,3,1
EA,271061,7908,Jacques Ekomié,Jacques,Ekomié,,Men's Football,Gabon,Angers SCO,Ligue 1 McDonald's,LB,Left Back,68,72,31,58,63,64,65,179,73,8/19/2003 12:00:00 AM,2,3,2
EA,276619,7909,Rafael Navarro,Rafael,Navarro Leal,Rafael Navarro,Men's Football,Brazil,Colorado Rapids,MLS,ST,Striker,68,68,69,52,66,36,62,183,84,4/14/2000 12:00:00 AM,3,3,1
EA,279115,7910,Berkay Yilmaz,Berkay,Yilmaz,,Men's Football,Turkey,1. FC Nürnberg,Bundesliga 2,LB,Left Back,68,75,35,58,69,61,55,178,69,2/25/2005 12:00:00 AM,2,3,2
EA,72861,7911,Antonio Fiori,Antonio,Fiori,,Men's Football,Italy,Mantova,Serie BKT,LM,Left Midfielder,68,75,66,61,72,28,50,180,70,2/21/2003 12:00:00 AM,3,4,1
EA,222636,7912,Grejohn Kyei,Grejohn,Kyei,,Men's Football,France,Standard Liège,1A Pro League,ST,Striker,68,60,66,54,67,27,78,188,90,8/12/1995 12:00:00 AM,3,3,1
EA,231413,7913,Michael Verrips,Michael,Verrips,,Men's Football,Holland,FCV Dender EH,1A Pro League,GK,Goalkeeper,68,68,66,68,68,17,65,195,90,12/3/1996 12:00:00 AM,1,3,1
EA,233472,7914,Noah Joel Sarenren Bazee,Noah Joel,Sarenren Bazee,,Men's Football,Nigeria,Arminia Bielefeld,Bundesliga 2,RW,Right Wing,68,80,59,63,69,29,52,183,80,8/21/1996 12:00:00 AM,3,3,1
EA,235194,7915,Giacomo Vrioni,Giacomo,Vrioni,,Men's Football,Albania,CF Montréal,MLS,ST,Striker,68,71,69,54,66,24,68,188,85,10/15/1998 12:00:00 AM,4,4,2
EA,257497,7916,Nikolas Polster,Nikolas,Polster,,Men's Football,Austria,Wolfsberger AC,Ö. Bundesliga,GK,Goalkeeper,68,68,66,63,71,19,65,189,80,7/7/2002 12:00:00 AM,1,3,1
EA,275372,7918,Papa Amadou Diallo,Papa Amadou,Diallo,,Men's Football,Senegal,Norwich,EFL Championship,LM,Left Midfielder,68,80,67,60,70,23,52,182,67,6/25/2004 12:00:00 AM,3,2,1
EA,201335,7919,Federico Santander,Federico,Santander,,Men's Football,Paraguay,,Sudamericana,ST,Striker,68,51,70,61,65,31,73,187,84,6/4/1991 12:00:00 AM,3,2,1
EA,215026,7920,Pablo Magnín,Pablo,Magnín,,Men's Football,Argentina,Sarmiento,LPF,ST,Striker,68,63,71,53,68,31,65,178,75,4/25/1990 12:00:00 AM,3,4,1
EA,215892,7921,Uroš Spajić,Uroš,Spajić,,Men's Football,Serbia,Beijing FC,CSL,CB,Center Back,68,53,40,53,63,68,74,188,83,2/13/1993 12:00:00 AM,2,3,1
EA,244154,7922,Sebastian Mailat,Sebastian,Mailat,,Men's Football,Romania,FC Botoșani,SUPERLIGA,LM,Left Midfielder,68,80,63,63,72,28,45,173,62,12/12/1997 12:00:00 AM,3,3,1
EA,244490,7923,Jozo Stanić,Jozo,Stanić,,Men's Football,Croatia,FC St. Gallen,Brack Super League,CB,Center Back,68,61,28,59,59,68,76,184,80,4/6/1999 12:00:00 AM,2,3,1
EA,254826,7924,Leonardo Aponte,Leonardo,Aponte,,Men's Football,Venezuela,,Libertadores,CB,Center Back,68,70,30,52,62,69,68,175,72,4/30/1994 12:00:00 AM,2,2,1
EA,258722,7925,Capita,Osvaldo Pedro,Capemba,Capita,Men's Football,Angola,Radomiak Radom,PKO BP Ekstraklasa,LM,Left Midfielder,68,90,62,59,71,23,46,172,58,1/10/2002 12:00:00 AM,3,3,2
EA,269182,7926,Antonio Raimondo,Antonio,Raimondo,,Men's Football,Italy,Frosinone,Serie BKT,ST,Striker,68,67,68,60,70,28,58,184,71,3/18/2004 12:00:00 AM,3,3,2
EA,269250,7927,Yago Santiago,Yago,de Santiago Alonso,Yago Santiago,Men's Football,Spain,Elche CF,LALIGA EA SPORTS,LM,Left Midfielder,68,75,60,65,69,31,51,178,74,4/15/2003 12:00:00 AM,3,3,1
EA,255573,7928,Stephen Welsh,Stephen,Welsh,,Men's Football,Scotland,Motherwell,Scottish Prem,CB,Center Back,68,63,31,57,62,67,70,188,78,1/19/2000 12:00:00 AM,2,3,1
EA,267899,7929,Gabriel Vidović,Gabriel,Vidović,,Men's Football,Croatia,Dinamo Zagreb,Liga Hrvatska,LM,Left Midfielder,68,68,67,61,74,26,54,180,77,12/1/2003 12:00:00 AM,4,3,1
EA,268300,7930,Kevin Kelsy,Kevin,Kelsy,,Men's Football,Venezuela,Portland Timbers,MLS,ST,Striker,68,77,67,48,64,27,67,193,83,7/27/2004 12:00:00 AM,3,4,2
EA,277442,7932,Kristian Bilovar,Kristian,Bilovar,,Men's Football,Ukraine,Dynamo Kyiv,Ukrayina Liha,CB,Center Back,68,68,37,52,56,68,69,191,71,2/5/2001 12:00:00 AM,2,3,1
EA,75117,7934,Sheyko Studer,Sheyko,Studer,,Men's Football,Argentina,Ind. Rivadavia,LPF,CB,Center Back,68,67,37,46,54,66,79,192,78,11/12/2002 12:00:00 AM,2,4,1
EA,240168,7935,Junior Arias,Junior,Arias,,Men's Football,Uruguay,,Sudamericana,ST,Striker,68,60,68,54,67,27,73,179,79,5/17/1993 12:00:00 AM,2,3,1
EA,254173,7936,Richard Mina,Richard,Mina,,Men's Football,Ecuador,,Libertadores,CB,Center Back,68,66,37,52,53,67,74,184,84,7/22/1999 12:00:00 AM,2,3,1
EA,255010,7937,Naci Ünüvar,Naci,Ünüvar,,Men's Football,Turkey,,Eredivisie,LM,Left Midfielder,68,65,62,69,73,38,42,168,63,6/13/2003 12:00:00 AM,4,3,1
EA,259570,7938,Franco Orozco,Franco,Orozco,,Men's Football,Argentina,Newell's,LPF,LM,Left Midfielder,68,80,63,62,71,30,43,165,61,1/9/2002 12:00:00 AM,4,3,1
EA,259579,7939,Salomón Rodríguez,Salomón,Rodríguez,,Men's Football,Uruguay,,Libertadores,ST,Striker,68,62,67,56,64,31,69,187,77,2/16/2000 12:00:00 AM,3,2,2
EA,260405,7940,Max Geschwill,Max,Geschwill,,Men's Football,Germany,1. FC Magdeburg,Bundesliga 2,CB,Center Back,68,68,31,49,62,69,70,185,78,7/7/2001 12:00:00 AM,2,4,2
EA,224524,7941,Esteban Burgos,Esteban,Burgos,,Men's Football,Argentina,San Martín,LPF,CB,Center Back,68,53,47,47,54,67,80,190,80,1/9/1992 12:00:00 AM,2,3,1
EA,244213,7942,Jorge Félix,Jorge Félix,Muñoz García,Jorge Félix,Men's Football,Spain,Piast Gliwice,PKO BP Ekstraklasa,LM,Left Midfielder,68,66,65,65,69,29,54,175,69,8/22/1991 12:00:00 AM,4,4,1
EA,263556,7943,Rodrigo Guth,Rodrigo,Guth,Rodrigo Guth,Men's Football,Brazil,Talleres,LPF,CB,Center Back,68,67,38,51,52,69,71,191,78,11/10/2000 12:00:00 AM,2,4,1
EA,265560,7944,Daniel Queipo,Daniel,Queipo Menéndez,Daniel Queipo,Men's Football,Spain,R. Sporting,LALIGA HYPERMOTION,LM,Left Midfielder,68,79,64,62,67,30,46,168,64,5/22/2002 12:00:00 AM,3,3,1
EA,275493,7945,Luis Chacón,Luis,Rodríguez Chacón,Luis Chacón,Men's Football,Spain,Cultural Leonesa,LALIGA HYPERMOTION,LM,Left Midfielder,68,77,66,66,67,25,47,174,60,5/13/2000 12:00:00 AM,3,4,1
EA,177448,7947,Gustav Svensson,Gustav,Svensson,,Men's Football,Sweden,IFK Göteborg,Allsvenskan,CB,Center Back,68,34,46,58,61,67,81,184,77,2/7/1987 12:00:00 AM,2,2,1
EA,205887,7948,Cauley Woodrow,Cauley,Woodrow,,Men's Football,England,Wycombe,EFL League One,ST,Striker,68,55,71,59,68,30,64,184,74,12/2/1994 12:00:00 AM,3,4,1
EA,215817,7949,Dino Islamović,Dino,Islamović,,Men's Football,Montenegro,Rosenborg BK,Eliteserien,ST,Striker,68,52,70,58,64,30,73,190,87,1/17/1994 12:00:00 AM,2,3,2
EA,239936,7950,Nicolás Guerra,Nicolás,Guerra,,Men's Football,Chile,,Libertadores,ST,Striker,68,69,67,54,68,22,67,174,79,1/9/1999 12:00:00 AM,3,3,1
EA,242236,7951,Ferro,Francisco,Reis Ferreira,Ferro,Men's Football,Portugal,Estoril Praia,Liga Portugal,CB,Center Back,68,52,42,54,58,67,74,191,83,3/26/1997 12:00:00 AM,2,2,1
EA,245079,7952,Alfio Oviedo,Alfio,Oviedo,,Men's Football,Paraguay,Tigre,LPF,ST,Striker,68,80,65,48,67,26,61,181,81,12/18/1995 12:00:00 AM,2,3,1
EA,245252,7953,Ahmet Gürleyen,Ahmet,Gürleyen,,Men's Football,Germany,FC Hansa Rostock,3. Liga,CB,Center Back,68,72,37,44,41,65,88,193,93,4/26/1999 12:00:00 AM,2,3,1
EA,247931,7954,Alec Van Hoorenbeeck,Alec,Van Hoorenbeeck,,Men's Football,Belgium,,Eredivisie,CB,Center Back,68,62,29,56,60,67,73,187,77,12/30/1998 12:00:00 AM,2,2,2
EA,257319,7955,Alan Virginius,Alan,Virginius,,Men's Football,France,BSC Young Boys,Brack Super League,RM,Right Midfielder,68,90,59,59,70,27,42,180,65,1/3/2003 12:00:00 AM,3,3,1
EA,260562,7956,Lucas Besozzi,Lucas,Besozzi,,Men's Football,Argentina,Central Córdoba,LPF,LM,Left Midfielder,68,70,63,63,69,27,55,176,74,1/22/2003 12:00:00 AM,3,3,1
EA,262109,7957,Alexios Kalogeropoulos,Alexios,Kalogeropoulos,,Men's Football,Greece,Olympiacos FC,Hellas Liga,CB,Center Back,68,69,34,51,53,67,73,187,80,7/26/2004 12:00:00 AM,2,3,1
EA,267987,7958,Ignacio Maestro Puch,Ignacio,Maestro Puch,,Men's Football,Argentina,San Martín,LPF,ST,Striker,68,75,67,52,65,23,65,178,77,8/13/2003 12:00:00 AM,3,3,1
EA,268837,7959,Rodrigo Ribeiro,Rodrigo Duarte,Ribeiro,Rodrigo Ribeiro,Men's Football,Portugal,Sporting CP,Liga Portugal,ST,Striker,68,71,66,58,71,22,59,185,72,4/28/2005 12:00:00 AM,3,3,1
EA,270519,7960,William Osula,William,Osula,,Men's Football,Denmark,Newcastle Utd,Premier League,ST,Striker,68,73,66,53,68,24,63,192,81,8/4/2003 12:00:00 AM,2,4,1
EA,274729,7962,Maksym Dyachuk,Maksym,Dyachuk,,Men's Football,Ukraine,Lechia Gdańsk,PKO BP Ekstraklasa,CB,Center Back,68,64,32,56,59,67,69,187,86,7/21/2003 12:00:00 AM,2,3,1
EA,274927,7963,Kristian Hlynsson,Kristian,Hlynsson,,Men's Football,Iceland,,Eredivisie,CAM,Center Attacking Midfielder,68,58,63,64,71,41,50,179,67,1/23/2004 12:00:00 AM,3,3,1
EA,275207,7964,Fedde Leysen,Fedde,Leysen,,Men's Football,Belgium,R. Union St.-G.,1A Pro League,CB,Center Back,68,60,38,58,52,67,72,187,78,7/9/2003 12:00:00 AM,2,3,2
EA,203002,7966,Kim Kee Hee,Kee Hee,Kim,Kim Kee Hee,Men's Football,Korea Republic,Sounders FC,MLS,CB,Center Back,68,55,43,57,49,67,75,188,80,7/13/1989 12:00:00 AM,2,2,1
EA,243833,7967,Colin Rösler,Colin,Rösler,,Men's Football,Norway,Malmö FF,Allsvenskan,CB,Center Back,68,65,32,52,56,67,74,186,72,4/22/2000 12:00:00 AM,2,3,1
